id,Lat,Long,InjTopDepth,InjBotDepth,TotalCumVolume,AvgPressurePSI,WellStatus,WellType,QuakeDepth,Maxmagnitude,CountQuake,Avgmagnitude
1,33.96,-97.3,NA,NA,NA,NA,NA,NA,5,1.5,5,1.12
2,34.07,-97.5,NA,NA,NA,NA,NA,NA,6.658210526,3.2,19,2.247368421
3,34.08,-97.5,NA,NA,NA,NA,NA,NA,5.3095,2.4,4,1.875
4,34.2,-96.4,NA,NA,NA,NA,NA,NA,5,1.8,1,1.8
5,34.38,-96.8,NA,NA,NA,NA,NA,NA,1.675666667,2,3,1.833333333
6,34.42,-97.5,2830.25,3292.625,47655645,576.5922265,AC,2RIn,4.9885,2.4,2,2.2
7,34.43,-97.5,2803.538462,3416,52110445,568.5475863,AC,2RIn,4.3565,2.5,2,2.35
8,34.43,-97.6,4367.647059,5051.352941,27013738,541.0120286,AC,2RIn,5,2.7,10,2.31
9,34.47,-97.2,NA,NA,NA,NA,NA,NA,0,1.6,2,1.5
10,34.53,-97.7,5161.5,5332.5,NA,NA,AC,2RIn,4.42325,2.4,4,2.275
11,34.55,-97.4,1267,1282,45723,250,AC,2RIn,0.088555556,2.3,9,1.888888889
12,34.57,-97.4,7991,10170,68426,56.83843537,AC,2RIn,0.67125,2.2,8,1.8625
13,34.63,-96.3,NA,NA,NA,NA,NA,NA,5.735,2.4,1,2.4
14,34.64,-96.4,NA,NA,NA,NA,NA,NA,1.8848,2.6,5,1.96
15,34.66,-96.4,NA,NA,NA,NA,NA,NA,2.358478261,2.6,23,2.030434783
16,34.88,-97.7,3265,3753,224498,113.3333333,AC,2DNC,2.5365,3,6,2.3
17,34.99,-97.7,NA,NA,NA,NA,NA,NA,4.8416,2.5,5,2.14
18,35.05,-97.6,9038,9120,3205993,784.5151515,AC,2RIn,6.364857143,3.2,7,2.714285714
19,35.07,-97.6,NA,NA,NA,NA,NA,NA,5.518875,2.9,8,2.1375
20,35.08,-97.6,NA,NA,236949,185.7337662,AC,2DNC,5.310857143,2.8,14,1.921428571
21,35.13,-97.9,NA,NA,NA,NA,NA,NA,10.25066667,2.8,3,2.366666667
22,35.27,-97,NA,NA,NA,NA,NA,NA,5.667666667,2.6,3,2.466666667
23,35.28,-97,5094.5,5106.5,495580,4.285714286,AC,2DCm,4.448,2.2,1,2.2
24,35.29,-98,NA,NA,NA,NA,NA,NA,7.887,2.4,7,2.171428571
25,35.33,-96.5,4363,6073.5,27082115.52,148.6933333,AC,2RIn,4.617,2.2,4,1.7
26,35.34,-96.5,3878.5,3903.5,1044082,170.09375,PA,2D,4.386142857,3,7,1.8
27,35.35,-96.5,3423.333333,3476,2656400,NA,AC,2DNC,4.085461538,3.6,13,2.053846154
28,35.36,-96.6,NA,NA,2287800,NA,AC,2DNC,5,2.8,7,1.985714286
29,35.36,-97,NA,NA,NA,NA,NA,NA,6.331,2.2,4,2.025
30,35.37,-96.5,NA,NA,118590,NA,AC,2DNC,4.375714286,3.5,28,1.917857143
31,35.38,-96.5,2490.5,2691,585720,157.6190476,AC,2DNC,4.497883721,3.5,43,1.860465116
32,35.38,-96.6,NA,NA,87044831,318.2906746,AC,2DNC,4.214238095,3,21,1.761904762
33,35.38,-98.1,NA,NA,NA,NA,NA,NA,7.693133333,2.7,15,2.3
34,35.39,-96.5,NA,NA,NA,NA,NA,NA,4.566382353,3.6,34,1.732352941
35,35.39,-96.6,NA,NA,3889689,33.86904762,AC,2DNC,5.015266667,3,15,1.933333333
36,35.39,-98.1,NA,NA,NA,NA,NA,NA,7.9622,2.7,10,2.47
37,35.4,-96.5,4446,4847,28635320,393.6333333,AC,2DNC,3.977106383,3.6,47,1.931914894
38,35.41,-96.5,NA,NA,NA,NA,NA,NA,4.210166667,3.1,24,1.8625
39,35.42,-96.5,1225,1408,33400,NA,AC,2DNC,4.34725,3.3,16,1.81875
40,35.42,-96.6,NA,NA,23034396,369.6222944,AC,2DNC,3.607478261,3.5,23,1.856521739
41,35.42,-97,NA,NA,NA,NA,NA,NA,5.344111111,3.7,9,2.155555556
42,35.43,-96.5,NA,NA,NA,NA,NA,NA,5.176653846,2.9,26,1.730769231
43,35.43,-97,NA,NA,NA,NA,NA,NA,5.170636364,2.9,11,2.163636364
44,35.44,-97,NA,NA,NA,NA,NA,NA,5.286,2.6,16,2.19375
45,35.45,-96.6,NA,NA,NA,NA,NA,NA,5.328571429,3.2,7,2.085714286
46,35.45,-97,NA,NA,NA,NA,NA,NA,5.619066667,3,15,1.78
47,35.45,-97.1,NA,NA,330700,262.5,AC,2DNC,4.259941176,3.2,17,2.1
48,35.46,-96.5,NA,NA,NA,NA,NA,NA,4.117153846,2.5,13,1.815384615
49,35.46,-96.7,NA,NA,NA,NA,NA,NA,4.64,3.3,10,1.74
50,35.46,-97,NA,NA,NA,NA,NA,NA,4.975608696,3.3,46,1.969565217
51,35.46,-97.1,NA,NA,NA,NA,NA,NA,7.426526316,3.3,19,1.915789474
52,35.46,-97.9,NA,NA,NA,NA,NA,NA,6.88375,2.4,4,2.25
53,35.47,-96.5,NA,NA,NA,NA,NA,NA,6.117714286,2.9,14,2.014285714
54,35.47,-97.4,NA,NA,NA,NA,NA,NA,6.3492,2.7,15,1.94
55,35.48,-96.7,NA,NA,NA,NA,NA,NA,5.2284,1.7,5,1.3
56,35.48,-97.4,NA,NA,NA,NA,NA,NA,5.816473684,3.3,19,2.068421053
57,35.49,-96.7,NA,NA,NA,NA,NA,NA,4.741416667,2.5,12,1.416666667
58,35.49,-96.8,NA,NA,NA,NA,NA,NA,3.4863125,3.5,16,2.49375
59,35.49,-97,NA,NA,NA,NA,NA,NA,5.1979,3,10,2.51
60,35.49,-97.1,NA,NA,NA,NA,NA,NA,5.639375,2.8,8,2.1
61,35.49,-97.4,6386,6404.5,73363,156.8362193,PA,2RIn,4.804,2.7,14,1.921428571
62,35.5,-96.7,3780,3810,946974,NA,AC,2DNC,5.026352941,2.8,17,1.488235294
63,35.5,-96.8,NA,NA,NA,NA,NA,NA,3.669307692,3.2,26,2.05
64,35.5,-97.3,5899.5,5905.5,1597748,455.4761905,AC,2RIn,5.5089875,3.4,80,1.99875
65,35.51,-96.7,NA,NA,NA,NA,NA,NA,5.21925,2.2,20,1.555
66,35.51,-96.8,NA,NA,NA,NA,AC,2DNC,4.59775,3.6,36,2.080555556
67,35.51,-97.1,5926,6126,18540942,267.7757937,AC,2DNC,5.1116,2.4,5,1.86
68,35.51,-97.2,NA,NA,NA,NA,NA,NA,5.931125,3,56,1.9125
69,35.51,-97.3,NA,NA,NA,NA,NA,NA,5.454727273,3,11,1.890909091
70,35.51,-97.4,NA,NA,NA,NA,NA,NA,3.740166667,3,6,2.066666667
71,35.52,-96.8,5530,5550,42775.4,NA,AC,2DNC,3.994962963,5.7,107,2.21682243
72,35.52,-97.1,NA,NA,NA,NA,NA,NA,6.094407407,3,27,2.118518519
74,35.52,-97.4,NA,NA,290906.45,98.57142857,AC,2DNC,3.638675,3.7,40,2.155
76,35.53,-96.9,NA,NA,NA,NA,NA,NA,5,1.5,1,1.5
77,35.53,-97.1,NA,NA,NA,NA,NA,NA,6.923457143,3.6,35,1.968571429
78,35.53,-97.2,NA,NA,1158886,237.7714286,AC,2DNC,6.438666667,2.4,12,1.783333333
80,35.54,-97.1,4685,7510,17713572,704.2083333,AC,2DNC,8.818923077,2.4,13,1.684615385
81,35.54,-97.3,NA,NA,NA,NA,NA,NA,5.7548,3.5,35,1.9
83,35.55,-97.2,NA,NA,NA,NA,NA,NA,4.917211538,3,52,1.701923077
84,35.55,-97.3,NA,NA,NA,NA,NA,NA,5.321892308,2.8,65,1.678461538
85,35.56,-96.7,4367,5761,59999854,183.7559524,AC,2RIn,5.681714286,3.7,14,2.2
96,35.58,-98.1,4700,7500,131075,211.5638528,AC,2RIn,6.08375,2.9,8,2.325
97,35.59,-96.9,NA,NA,51858,60.71428571,AC,2DNC,6.057666667,2,3,1.8
103,35.61,-96.9,4305,4321,975,NA,AC,2RIn,4.774545455,3.1,11,2.418181818
104,35.61,-97.1,NA,NA,23746894,170.6666667,AC,2DNC,4.048090909,3.3,33,2.166666667
111,35.65,-97.1,NA,NA,11485148,96.25,AC,2DNC,7.859285714,2.7,70,1.708571429
116,35.67,-97.1,NA,NA,255136,94.04761905,AC,2DNC,7.530527132,3.7,129,2.095348837
119,35.68,-97.2,5720,5800,NA,NA,AC,2DNC,4.914666667,3,3,2.2
120,35.69,-97.1,NA,NA,395947,1.25,AC,2DNC,6.764714286,4.4,35,2.162857143
124,35.72,-97.4,5904,6024,854345,NA,AC,2RIn,5.080625,3.5,64,2.2625
130,35.77,-96.7,NA,NA,12000,100,AC,2DNC,4.939666667,3,3,2.4
131,35.77,-97.5,4887.5,5143,1888665,145.2352694,AC,2RIn,5.499,4.4,140,2.192857143
132,35.78,-97.5,6942,7822,217910,275.0333333,AC,2DNC,5.575935897,4,156,2.062179487
133,35.79,-97,4326.666667,4336,1985860,323.3134921,AC,2RIn,5.681577778,3.8,45,2.602222222
135,35.79,-97.4,6381,7966,60284,7.659047619,AC,2DNC,4.642,2.6,2,2.5
137,35.8,-96.7,3633,3638,27362,NA,AC,2RIn,5.896888889,3.3,18,2.483333333
138,35.8,-97.2,NA,NA,1791008,NA,AC,2DNC,5.789653846,3.5,26,2.503846154
140,35.81,-96.7,2506,2518,24600,300,AC,2DNC,4.9865,2.1,2,1.8
144,35.82,-97.5,5602,5611,759589,91.2202381,AC,2DNC,5.014466667,2.9,15,2.24
150,35.86,-97.5,5014,5022,14141,99.16666667,AC,2RIn,4.5985,2.6,6,1.766666667
161,35.93,-97.4,6622,8200,2582671.32,157.9548939,AC,2DNC,4.986588235,3.3,17,2.394117647
163,35.94,-96.9,NA,NA,NA,139.2857143,AC,2RIn,5.112133333,3.2,15,2.14
166,35.95,-97.4,2740,3000,4825,NA,AC,2DNC,5.509644444,3.3,45,2.384444444
169,35.96,-97.6,3181,4444,1555052,72.88625,AC,2DNC,5.059,2.1,1,2.1
170,35.97,-96.9,4384.5,5140,19029274,90.39414854,AC,2DNC,4.6734,2.8,5,2.4
171,35.97,-97.2,3490.666667,3534.666667,4707556,27.41269841,AC,2DNC,6.784974359,3.7,39,2.484615385
173,35.98,-97.2,2600,2660,220561,145,AC,2DCm,5.848267857,3.6,56,2.485714286
174,35.99,-96.8,1674.5,1691,1054920,204.2857143,AC,2DNC,4.526258824,5,85,2.683529412
175,35.99,-97.2,4811,4836,87600,150,AC,2RIn,5.498133333,3.5,30,2.513333333
176,35.99,-97.6,4096,4294,835472,199.1904762,AC,2DNC,5.138681818,4.5,44,2.85
179,36.01,-97.3,6070,7690,1778693,45.57083333,AC,2RIn,5.371692308,2.8,13,2.292307692
180,36.02,-97,3982.5,4022.5,2702050,85.71428571,AC,2RIn,4.685666667,3,6,2.466666667
181,36.02,-97.6,3675,4720,55188,NA,AC,2DNC,4.4555,2.7,6,2.183333333
182,36.03,-97.1,5137.5,5978,3930832,77.77013889,AC,2DNC,5.003173077,3.8,52,2.423076923
183,36.03,-97.9,6554,6564,NA,NA,PA,2R,5.444,3.7,37,2.632432432
184,36.04,-97.1,4660,4808.5,21327732,197.0833333,AC,2DNC,4.980058824,3.6,17,2.241176471
185,36.05,-97.1,4320,4335,NA,NA,AC,2RIn,4.9195,2.5,4,2.225
187,36.06,-97.2,5340,7360,10530608,124.0616883,AC,2DNC,5.0509,2.5,10,2.21
188,36.07,-97,4990.333333,6197.333333,20184740,228.7086343,AC,2DNC,4.873285714,3.1,7,2.057142857
192,36.09,-97,NA,NA,128478,47.08333333,AC,2DNC,4.7406875,2.8,16,2.20625
196,36.1,-97.3,5727.5,7147.5,10411450,283.6525616,AC,2DNC,5.1855,3.1,6,2.416666667
197,36.1,-97.5,6600,8021,9538847,215.6279221,AC,2DNC,5.295888889,2.6,9,1.9
198,36.11,-97.4,2416,2644,3175906,580,AC,2DCm,4.869243243,3.2,37,2.22972973
199,36.12,-96.7,3022,3038,115284,171.4285714,AC,2RIn,5.011,3.6,1,3.6
200,36.12,-96.9,3598,3618,736791,146.4285714,AC,2DNC,5.5122,2.5,20,2.06
201,36.12,-97.1,4278,4300,21965,40.71428571,AC,2DNC,6.722967742,3,31,2.283870968
202,36.12,-97.3,NA,NA,2348920,1092.916667,AC,2DCm,4.635440678,3.3,59,2.344067797
204,36.13,-97.1,5372,6801,6130452,304.8082008,AC,2DNC,6.308357143,3,14,2.35
208,36.14,-96.9,NA,NA,36251,60,AC,2RIn,5.089625,3.3,8,2.05
210,36.15,-96.7,3398,4195,2000911,163.8769841,AC,2DNC,4.565,2.7,16,2.225
211,36.15,-97,5000,5800,428837,292.8571429,AC,2DNC,4.827833333,3,12,2.191666667
212,36.15,-97.3,4002,4096.5,889148,148.8307823,AC,2RIn,5.313857143,3,21,2.419047619
214,36.17,-96.7,3419.333333,3905,2780322,160.2480952,AC,2RIn,4.529666667,2.6,15,1.866666667
215,36.17,-96.8,NA,NA,2175911,247.8993506,AC,2DNC,4.878888889,3.2,27,2.318518519
216,36.17,-96.9,3548,3570,202367,38.33333333,AC,2DNC,6.067185185,3.3,27,2.218518519
218,36.17,-97.3,3488.666667,3860.333333,529149,82.95039683,AC,2RIn,6.319,3,19,2.457894737
219,36.17,-97.4,4835,5315,5332878,459.6805556,AC,2RIn,4.926,2.6,5,2.08
222,36.18,-97.4,1982.5,2030,9072632.99,295.6349206,AC,2DNC,5.813804878,3.2,41,2.3
224,36.19,-96.9,4630,5903,9134296,300.7142857,AC,2DCm,5.701285714,2.5,7,1.885714286
225,36.19,-97.4,3992,4069,2925407,312.5194805,AC,2DNC,5.49,2.9,36,2.286111111
226,36.19,-98.8,5967.5,6250,1942167,1122.371528,AC,2DNC,6.085823529,3,17,2.347058824
228,36.2,-97,5018,6233,11949903,173.9451389,AC,2DNC,5.6759375,2.9,16,2.275
229,36.2,-97.4,5630,5216,2823605,383.0281385,AC,2RIn,5.51852381,3.4,21,2.604761905
232,36.22,-97.1,4986,5194,4379180,1,AC,2DNC,5.353,2.8,4,2.525
233,36.22,-97.6,4480,4547,265783,318.357684,AC,2RIn,5.33445,3.7,40,2.555
234,36.23,-97.2,5664,6937,8790741,81.93055556,AC,2DCm,5.594333333,3,9,2.388888889
235,36.23,-97.3,NA,NA,575085,483.3333333,AC,2RIn,5.73175,2.5,16,2.24375
236,36.23,-97.6,NA,NA,178873,515.4274892,AC,2DNC,4.5454375,3.2,16,2.29375
240,36.25,-97.5,NA,NA,433479,59.76190476,AC,2DNC,6.864384615,3,26,2.365384615
241,36.26,-96.7,2909,2944,975160,22.5,AC,2DNC,4.461,3.4,10,2.55
243,36.27,-97.3,4623,4645,1348151,440.3035714,AC,2RIn,5.605589286,3.3,56,2.3875
246,36.28,-96.9,3088,3153,860536,41.66666667,AC,2RIn,5.748121951,3.3,41,2.331707317
247,36.28,-97.5,6550,7564,275409,8.416666667,AC,2DNC,6.606607843,4.1,306,2.495424837
250,36.29,-96.8,NA,NA,47026,60.53571429,AC,2RIn,4.298888889,3.1,9,2.511111111
251,36.29,-96.9,3652,3800,3647984,430.6547619,AC,2DNC,5.610765957,3.4,47,2.317021277
253,36.29,-97.5,5940,7457,4488211,6.2,AC,2DNC,6.681442308,4.3,260,2.535384615
254,36.29,-98.2,7350,7870,5368274,609.5238095,AC,2DNC,6.157272727,3.5,11,2.463636364
256,36.3,-96.7,2752.5,2763.5,2109234,33.38492063,AC,2DNC,3.425864865,4.3,37,2.678378378
260,36.3,-97.5,2745,2815,75514,91.11111111,AC,2DCm,6.719631579,3.2,38,2.439473684
263,36.32,-96.8,3578,3636,8611884,77.08333333,AC,2DNC,4.4025,4,16,2.525
265,36.32,-97.2,3688.8,4019.4,17128988,114.4154848,AC,2RIn,5.697777778,2.8,9,2.2
266,36.32,-97.5,6092,7170,3636449,80.16628788,AC,2RIn,6.1578125,3.6,32,2.3625
268,36.33,-97.2,3237,3242,155612,2.857142857,AC,2RIn,5.42824,3.2,25,2.364
269,36.33,-97.5,2035.5,2043,1281,NA,AC,2RIn,6.728630435,3.8,92,2.651086957
272,36.34,-96.8,3600,3646,1548654,340.8333333,AC,2RIn,4.295777778,3.3,27,2.440740741
274,36.35,-97.1,3120,3125,472675,NA,AC,2DNC,5.000092593,3.8,54,2.32037037
275,36.35,-97.4,4832,4680,17050.31,488.3333333,AC,2RIn,6.346631579,3.1,19,2.378947368
277,36.36,-97.1,NA,NA,275052,NA,AC,2DNC,4.953243243,3.7,37,2.386486486
279,36.37,-97.6,1842.666667,1869,99291,38.63510101,AC,2RIn,3.870666667,2.2,3,2.2
281,36.39,-96.7,2035,2065,84550,270.1269841,AC,2DNC,3.4268,3.5,15,2.153333333
282,36.39,-97.3,NA,NA,557290,307.3681973,AC,2RIn,6.308416667,3,12,2.425
286,36.41,-96.9,3540,3599,340070,2.083333333,AC,2DNC,4.458317073,3.4,82,2.156097561
289,36.43,-96.9,5300,NA,3128436,7.142857143,AC,2DNC,5.130792208,5.8,77,2.261038961
292,36.44,-96.9,4060,4800,3357549,NA,AC,2DNC,4.037,3.6,61,2.149180328
296,36.44,-98.8,NA,NA,709586,800,AC,2DCm,6.798333333,3.7,159,2.185534591
297,36.45,-96.9,2611,3610,19970872,0.765432099,AC,2DNC,4.122712329,3,73,1.936986301
300,36.46,-97.3,5341,6630,556333,4.984126984,AC,2DNC,6.7575,2.5,6,2.216666667
314,36.51,-97.2,NA,NA,342665,232.2333333,AC,2DNC,6.310769231,3.1,13,2.161538462
329,36.55,-97.2,4021.333333,5189.666667,12811549,21.22962963,AC,2DNC,5.957148148,3.2,27,2.440740741
330,36.56,-97.8,5771.666667,5804.666667,1367094,13.94444444,AC,2RIn,5.339894737,3.4,19,2.221052632
331,36.56,-98.3,5925,5941,51103.6,NA,AC,2DNC,4.4236,2.8,5,2.5
333,36.57,-98.6,7568,9078,3348494,928.9791667,AC,2DCm,5.5193,2.2,10,1.96
335,36.59,-97.7,6612,7575,17486597,389.375,AC,2DCm,5.12675,2.9,8,2.1
336,36.59,-97.8,6294,10300,13282617,45.76111111,AC,2DNC,5.342333333,3.5,63,2.43015873
339,36.6,-97.6,4425,4440,444551,121.7857143,AC,2RIn,5.21216,4,100,2.621
343,36.61,-97.2,3437.5,3500,2836793.5,24.28571429,AC,2DNC,7.793,2.6,1,2.6
345,36.61,-97.8,6535,7880,8221834,68.27380952,AC,2DCm,5.947470588,3.2,34,2.288235294
347,36.62,-97.7,6227,7350,10705050,365.3838384,AC,2DNC,5.699153226,3.8,124,2.4
349,36.62,-98.4,4750,5210,345511,369,AC,2DNC,5.6544,3.6,30,2.55
354,36.64,-97.7,3565,3620,463810,434,AC,2DNC,5.666698413,3.9,63,2.433333333
356,36.65,-97.4,4260.5,5454.5,9721047,12.10436508,AC,2DNC,6.495,2.1,2,1.8
358,36.66,-97.4,4700,4900,NA,NA,AC,2DNC,7.01325,3.3,8,2.525
363,36.67,-97.8,NA,NA,362416,472.702381,AC,2DNC,5.763866667,2.9,15,2.386666667
372,36.69,-98.2,6725,8125,7565751,0.214285714,AC,2DNC,5.530357143,2.6,14,2.257142857
373,36.69,-98.6,6520,6558,58717148,416.4702381,AC,2DNC,5.744428571,3.3,14,2.45
377,36.7,-98.5,6952,7617,9012759,272.8535714,AC,2DNC,7.4666,2.7,10,2.37
381,36.71,-98.3,6815,7834,19064768,140.2708333,AC,2DNC,4.357307692,2.7,13,2.092307692
383,36.72,-97.8,5864,7664,1524343,13.30555556,AC,2DNC,5.4260625,3,16,2.36875
391,36.73,-98.5,6457,6632,65217668,287.962585,AC,2DNC,5.8174,2.6,15,2.226666667
392,36.74,-98,6095,7852.5,7893232,7.89744898,AC,2DNC,6.083111111,2.9,18,2.211111111
396,36.75,-98.1,5294,5308,1367476,114.1428571,AC,2RIn,5.631702703,3.5,37,2.318918919
397,36.75,-98.4,6657.5,8392.5,18235314,131.7677083,AC,2DNC,4.915055556,3.3,18,2.372222222
398,36.75,-98.7,7011,8002,8041037,NA,AC,2DNC,5.3,2.4,9,2.244444444
400,36.76,-98.1,5297.666667,5309,872515,85.78228716,AC,2RIn,6.265323308,4.7,133,2.560902256
402,36.77,-98,5410,5706,598594,214.2857143,AC,2DNC,5.566823529,3.6,34,2.408823529
404,36.78,-97.8,4846.5,5732,2681925,291.3666667,AC,2DNC,5.389416667,3.3,12,2.608333333
405,36.78,-98,5672.5,6186,2039230,141.1690476,AC,2DNC,6.221543478,4,46,2.493478261
406,36.78,-98.2,6350,7350,871071,240,AC,2DNC,5.171,3.6,3,2.633333333
408,36.78,-98.8,6920,8425,16075308,NA,AC,2DNC,7.076,2.4,2,2.3
410,36.8,-97.8,5634,7430,5389900,10.15416667,AC,2DNC,5.297571429,2.6,7,2.314285714
411,36.8,-98.2,4620,4676,2595906,43.19444444,AC,2DNC,6.10568,3.7,25,2.516
412,36.81,-97.7,4812.333333,4880,530392,166.5039683,AC,2DNC,4.673615385,3.6,13,2.253846154
415,36.81,-98.3,5542.333333,5808,4724064,26.88888889,AC,2RIn,5.441272727,4.2,55,2.54
416,36.82,-97.6,5828,7184,13714568,48.1468254,AC,2DNC,6.288096154,3.6,52,2.459615385
419,36.82,-98,5825,7625,2464257,20.74444444,AC,2DNC,5.035576923,3.3,26,2.403846154
420,36.83,-97.8,5945,7095,1400247,2,AC,2DNC,4.466322034,3.8,59,2.489830508
421,36.83,-98,4996,5036,973690,485.7720058,AC,2RIn,5.634333333,3,12,2.375
423,36.83,-98.3,5708.5,5737.5,4657014,60,AC,2RIn,4.725916667,3.7,60,2.47
425,36.84,-97.8,5900,7500,12944246,NA,AC,2RIn,4.554552941,4.1,85,2.509411765
426,36.84,-97.9,4940,4996,2067766,382.0714286,AC,2RIn,4.909619048,3.3,63,2.366666667
428,36.84,-98.2,5947.5,7469.5,39951398,107.8651094,AC,2DNC,4.975135135,3.6,37,2.543243243
429,36.84,-98.3,6214,7689,20557154,177.7962121,AC,2DNC,4.648609756,4.4,41,2.704878049
430,36.85,-97.6,5273,7083,2178051,12.72222222,AC,2DNC,5.101,3.3,4,2.525
435,36.85,-98.3,6090,6919.5,46395846,203.3310606,AC,2DNC,4.427689655,3.8,29,2.493103448
440,36.86,-98.3,4776,4800,70555,NA,AC,2DNC,8.391125,3.1,16,2.29375
442,36.87,-98,5952,7085,1571309,12.34776335,AC,2DNC,5.111666667,3.5,21,2.49047619
445,36.88,-97.8,5446,7250,4280525,22.80555556,AC,2DNC,4.238176471,3.1,17,2.452941176
449,36.89,-98.2,4958,4970,126328,258.75,AC,2RIn,4.815846154,3.3,13,2.430769231
450,36.89,-98.3,5297.8,6371.8,41028780,193.7057143,AC,2RIn,5.405833333,2.6,6,2.116666667
452,36.9,-97.7,5350,7200,5458002,67.09343434,AC,2DNC,5.240901961,3.7,51,2.376470588
