id,Lat,Long,InjTopDepth,InjBotDepth,TotalCumVolume,AvgPressurePSI,WellStatus,WellType,QuakeDepth,Maxmagnitude,CountQuake,Avgmagnitude
455,36.91,-97.7,5485,6860,7078686,77.08333333,AC,2DNC,6.1566,3.1,20,2.235
460,36.94,-97.8,5560,6500,8246374,111.1111111,AC,2DCm,4.127708333,3.9,72,2.65
464,36.95,-97.8,NA,NA,108191,NA,AC,2DNC,3.740783133,4.1,83,2.660240964
471,36.99,-97.5,3220,3240,189223,NA,AC,2DNC,5.5164,2.8,5,2.2
473,36,-96.8,4135,4696.666667,20885701,135.0422407,AC,2DNC,4.254857143,3.1,14,2.407142857
474,36,-97.1,5392,6601,3013882,34.1857684,AC,2DNC,4.32326087,3.1,23,2.391304348
475,36,-97.2,NA,NA,3634,40,AC,2RIn,5.1798,2.8,5,2.28
476,36,-97.3,6060,8050,1169339,97.66071429,AC,2DNC,4.924875,2.7,8,2.475
482,35.5,-97.1,NA,NA,2142775,160,AC,2DNC,5.008,2.5,5,1.82
483,36.8,-98.3,5149.333333,5171,3790382,216.5119048,AC,2RIn,4.654666667,3.1,18,2.427777778
489,36.1,-96.9,3401,4101,9571144,97.91133333,AC,2DNC,4.5,2.4,5,1.96
490,36,-96.9,4500,5950,6078736,102.4880833,AC,2DNC,5.6355,2.1,2,2.1
492,36.1,-97.1,4162,4223,388208.5,481.1666667,AC,2RIn,4.519764706,3,17,2.247058824
496,36.8,-98.1,6185.5,7632,9076168,36.76746032,AC,2DNC,5.3095,2.8,4,2.275
504,36.2,-96.7,3010,3051.333333,3298969,37.1577381,AC,2RIn,4.620588235,3,17,2.152941176
508,36.2,-97.3,4622.666667,5176,5713299,311.4702381,AC,2RIn,5.735454545,2.7,11,2.272727273
510,36.1,-97.2,4968,5893,478274,39.82645833,AC,2DNC,5.6802,2.4,5,2.2
513,36.3,-96.8,NA,NA,1745676,416.0714286,AC,2DNC,5.56425,3.1,4,2.85
514,36.7,-97.2,NA,NA,530575,582.797619,AC,2RIn,5,3,1,3
520,36.6,-98.7,NA,NA,4139932.21,299.8809524,AC,2DCm,4.903708333,3.2,24,2.283333333
522,36.4,-98.4,8450,8650,2931920,2.857142857,AC,2DCm,7.52175,2.6,4,2.3
523,36.6,-97.3,4286,4325,21528104,70.23809524,AC,2DNC,7.135333333,2.9,3,2.466666667
530,35.78,-96.9,NA,NA,11503931,330.2678571,AC,2DNC,6.3965,2.2,2,1.3
535,34.37,-96.8,NA,NA,144000,450,AC,2DNC,3.336333333,2.3,3,2.266666667
538,35.48,-96.8,3725,3800,67030,NA,AC,2DNC,2.586111111,3.4,9,2.255555556
546,35.44,-96.5,NA,NA,4343292,NA,AC,2RIn,5.11830303,3.2,33,1.775757576
553,35.72,-97.1,5116,5216,302491,NA,AC,2DNC,5.489,3.5,14,2.407142857
556,36.04,-97.3,1835.333333,1845.666667,8660128,764.619709,AC,2RIn,5.308857143,3.3,14,2.142857143
558,34.67,-96.4,670,815,449944,237,AC,2DNC,0.6521,2.4,10,1.92
559,34.62,-96.4,2644.666667,543.6666667,1761106,1364.86039,AC,2DNC,3.207,2.3,5,2.2
564,35.64,-97.2,NA,NA,175132,225,AC,2DNC,4.579928571,2.7,14,1.978571429
565,35.41,-96.6,NA,NA,19752616,144.3607143,AC,2DNC,4.717466667,3.1,15,1.913333333
567,35.49,-97.3,5960,5966,1067594,892.8571429,AC,2RIn,6.200294118,3.7,51,2.12745098
568,34.57,-97.2,NA,NA,1541880,680.3571429,AC,2RIn,2.5,2.6,2,2.05
569,35.58,-97,4636,NA,696385,427.6785714,AC,2RIn,3.161,1.9,1,1.9
571,36.27,-97.4,4842,7340,7144227,198.4345238,AC,2DCm,6.531761905,3.7,42,2.385714286
572,35.79,-97.1,NA,NA,1830780,428.5714286,AC,2RIn,3.864,1.9,3,1.733333333
576,35.48,-96.9,6184.5,7515,390179,39.0625,AC,2DNC,3.8598,3.8,15,2.626666667
578,35.38,-96.7,NA,NA,5525085,385.4237013,AC,2RIn,5,2.8,1,2.8
580,35.56,-96.8,4232,4309,996135,79.61309524,NULL,2DNC,4.6558,3.4,20,2.01
581,35.54,-96.7,3218,3252,45810,75,AC,2DNC,4.309222222,3.1,18,1.872222222
582,35.47,-96.7,3441,3494,446400,171.4285714,AC,2DNC,4.0875,2.3,8,1.675
587,35.48,-96.5,2266,4210,1321874,98.88095238,AC,2DNC,4.119,2.9,10,2.11
589,35.45,-97.5,6281.5,6669,7036225,339.422619,AC,2RIn,4.8,2.3,2,2.05
592,35.31,-96.5,4227.5,4768,24000,NA,AC,2DNC,4.48725,1.6,4,1.175
599,35.33,-96.7,3036,3041.5,1515962,21.97619048,AC,2DNC,4.73825,2.4,4,2.05
603,35.41,-96.3,NA,NA,130200,NA,AC,2DNC,5,1.5,1,1.5
605,35.98,-97.3,NA,NA,3223107,423.9383426,AC,2RIn,4.9925,2.6,4,2.25
608,36.08,-97.4,NA,NA,16738574,197.8755682,AC,2DNC,5.717125,3.3,8,2.475
609,35.81,-97.1,NA,NA,2588870,47.5,AC,2DNC,5.2994,2.6,5,2.2
614,35.33,-96.6,3540,3546,749417,25,AC,2DNC,5,1.2,1,1.2
619,35.32,-97.6,8025,8070,139957,190.0555556,AC,2RIn,5,1.1,1,1.1
620,36.01,-96.8,1976,1988,8400,25,AC,2DNC,4.057714286,3.7,14,2.385714286
621,35.37,-96.4,3108,3148,NA,NA,AC,2DNC,6.338,1.8,5,1.38
624,36.67,-98.5,2560,2610,343479.91,647.1428571,AC,2DNC,5.0656,2.7,5,2.28
627,36.65,-97.7,6540,7683,5386637,59.66666667,AC,2DNC,6.148428571,3.1,56,2.355357143
628,36.67,-97.7,4603.8,4800.2,8625636,152.2916667,AC,2DNC,6.076459016,3.4,61,2.398360656
629,35.01,-96.3,NA,NA,456851,502.8611111,AC,2RIn,16.674,3,1,3
632,35.64,-97,4868,4876,NA,NA,AC,2DNC,5.167375,3.5,8,2.0125
633,36.46,-97.1,NA,NA,1764357,NA,AC,2DNC,5.127384615,2.5,13,1.992307692
636,34.47,-96.3,NA,NA,NA,NA,NA,NA,5.51,3.2,1,3.2
642,36.66,-97.6,6310,7530,670243,66.76,AC,2DNC,5.810263158,3.4,19,2.368421053
645,34.53,-97.2,990.3333333,1190,844975,334.4047619,AC,2RIn,0,1.8,1,1.8
647,34.78,-97.5,8425,8495,2320509,789.1363636,AC,2RIn,5,1.7,1,1.7
648,36.97,-97.8,5497,6710,3290612,17.47619048,AC,2DNC,6.438076923,3.3,13,2.476923077
649,35.34,-96.6,3235,3279.5,591716,107.1428571,AC,2DNC,6.855,1.2,1,1.2
652,34.31,-97.6,NA,NA,800148,132.1428571,AC,2RIn,6.7286,2.3,5,1.82
654,36.81,-97.6,4833,4847,261756,725.8418367,AC,2RIn,5.471925926,4.1,27,2.5
658,36.12,-97.4,5800,8000,812539,60.40119048,AC,2DNC,5.56575,3.1,20,2.425
659,35.87,-97.5,5567,5576,34527,102.5,AC,2RIn,5.2165,2.3,4,1.9
661,36.28,-97.2,5450,7007,6196235,222.3888889,AC,2DNC,5.698652174,3.6,23,2.213043478
664,35.24,-96.6,3903.6,3102.2,9840278,225.387619,AC,2DNC,5,0.8,1,0.8
667,36.71,-97.9,NA,NA,1829425,10.71428571,AC,2DNC,5.623809524,3,21,2.238095238
671,36.73,-98,5916,5919,1722250,85.71428571,AC,2RIn,5.7157,3.7,10,3
672,36.77,-98.1,6070,7500,9563066,5.2,AC,2DNC,5.734641026,3.3,39,2.305128205
675,34.81,-96.4,NA,NA,NA,NA,NA,NA,5,0.5,1,0.5
676,34.04,-97.1,2310,2335,1740,96.42857143,AC,2DNC,1.877166667,1.3,6,0.916666667
677,34.02,-97.1,3435,3450,29550,NA,AC,2DNC,2.5,2.6,2,1.35
678,34.04,-97.2,NA,NA,NA,NA,NA,NA,1.6362,1.4,5,0.84
679,34.03,-97.1,4366,6273,NA,NA,AC,2DCm,2,1.9,1,1.9
684,36.57,-97.8,6309.666667,6334.333333,4619947,25.36607143,AC,2RIn,5.80972,3.5,25,2.304
687,36.75,-98,5235,5245,2901170,59.16512059,AC,2DNC,5.830970588,3.3,34,2.288235294
690,36.92,-98.3,5525.5,7325,36425791,128.7386905,AC,2DNC,6.479,2.9,3,2.433333333
694,36.64,-97.8,4400,4461,78425,160,AC,2DNC,5.398769231,3.5,13,2.315384615
696,36.62,-97.8,4410,4500,556381,264.2857143,AC,2DNC,5.631565217,3,23,2.3
698,36.65,-97.8,6488,7720,1063264,17.14285714,AC,2DCm,4.88,3.1,5,2.24
699,36.79,-98.3,5179,5222,NA,NA,AC,2RIn,4.953578947,3.5,19,2.473684211
703,36.19,-96.7,3041,3055,911240,90.075,AC,2DNC,5.7255,2.7,8,2.125
706,36.16,-96.7,3148.666667,3195,6666858,73.03571429,AC,2DNC,5.297947368,3.4,19,2.3
707,35.97,-97.3,5158.75,5173,3479760,339.8005952,PA,2RIn,4.9535,2.8,6,2.3
708,36.16,-96.8,2571.5,2089,848950,125,AC,2DNC,4.949142857,2.7,7,2.385714286
711,36.06,-97,5043,6444,4044964,76.08751999,AC,2DNC,5,2.7,4,2.475
715,36.39,-97.4,NA,NA,395350,506.1558442,AC,2RIn,5.665,2.2,3,2
719,36.61,-97.6,5840.333333,6327,2467308,72.66450216,AC,2RIn,6.038,3,8,2.225
724,36.96,-98.1,5920,6896,10908491,7.544897959,AC,2DNC,6.346,2.9,6,2.25
728,36.74,-98.5,6754,9000,24036900,52.53333333,AC,2DNC,5.343,2.1,3,2
729,36.23,-97.1,5133,6628,14295962,256.4780303,AC,2DNC,5.616555556,2.4,9,2.122222222
731,36.74,-98.3,6492,7846,33919816,16.04866667,AC,2DNC,5.495666667,2.8,12,2.425
733,36.14,-97.3,1940,1947,NA,NA,AC,2DNC,4.93315,3.6,20,2.53
736,36.71,-98.6,7010,8450,2192302,NA,AC,2DNC,4.714666667,2.9,6,2.483333333
739,35.81,-97.6,6334,6762,8756643,465.7142857,AC,2DCm,5.9086,2.6,5,2.34
740,36.18,-97.3,2710,3166,38165,NA,AC,2DNC,5.182,3.8,51,2.419607843
744,36.84,-98.4,5191,5508.666667,50271044,16.06349206,AC,2DNC,2.988,3.5,1,3.5
747,36.91,-98.3,5870,7185,19223598,35.09722222,AC,2DNC,5.3595,3.7,12,2.641666667
751,36.07,-97.3,1880,1950,295963,NA,AC,2RIn,4.946545455,2.8,11,2.245454545
752,35.11,-96.2,1390,1405,NA,NA,AC,2DNC,1.4175,3.1,2,2.8
754,36.21,-96.7,2261.25,2288.75,514462,85.71428571,AC,2RIn,4.688470588,2.9,17,2.152941176
755,36.09,-96.8,3308,1682,5400,NA,AC,2RIn,4.948666667,2.8,3,2
760,36.76,-98,5406,5611.5,5820780,39.61507937,AC,2DNC,6.007212121,4.3,33,2.387878788
761,36.22,-96.7,3031,3095.333333,1000396,50.12482993,AC,2RIn,5.063428571,2.6,7,1.885714286
763,36.77,-97.7,6075,7226,847795,14.05555556,AC,2DNC,5.114,2.9,4,2.275
764,35.97,-97.4,5310,5420,43770,210.5555556,AC,2RIn,4.575972973,3.2,37,2.335135135
765,36.69,-98.1,6092,7900,7640277,3.064285714,AC,2DNC,4.713714286,2.3,7,2.014285714
770,36.28,-97.6,6590,7890,969257,20.15046296,AC,2DNC,5.193416667,3.6,24,2.616666667
771,36.64,-98.4,7270,8175,5693502,1143.113636,AC,2DNC,8.627,2.7,2,2.45
772,36.04,-97.4,6370,7955,6246521,260.4580952,AC,2DNC,3.9536,2.5,5,2.08
776,36.28,-96.8,3178,3189,11829,NA,AC,2DNC,4.340777778,2.5,9,2.122222222
778,36.02,-97.3,NA,NA,143617,50.5,AC,2RIn,5.584142857,3.2,14,2.192857143
783,36.07,-97.6,6812.5,7715,1261736,292.6898148,AC,2DNC,4.736714286,3.6,21,2.547619048
785,36.12,-97.6,6982,8220,410439,116.0947727,AC,2DNC,4.805475,4.1,40,2.6925
787,36.38,-96.9,4180,5380,426623,NA,AC,2DNC,4.521666667,3.1,21,2.304761905
788,36.28,-97.3,NA,NA,142240,810.7142857,AC,2RIn,5.133340426,3.8,47,2.412765957
792,36.21,-97.4,5105,5287,4038084,6400.968615,AC,2RIn,6.169545455,3.5,11,2.527272727
793,36.68,-97.9,6064,6522,9198227,174.7654762,AC,2RIn,6.041777778,3.2,9,2.377777778
795,36.26,-97.5,6659,8050,8535537,65.375,AC,2DNC,7.604083333,3.3,12,2.25
796,34.23,-97.5,1327,1572.333333,17550852,331.3639456,AC,2RIn,5,1.4,1,1.4
799,36.15,-97.5,6074,7028.5,2285953,69.46666667,AC,2DNC,5.807285714,3.7,14,2.521428571
801,36.34,-97.1,NA,NA,331650,28.57142857,AC,2DNC,4.933764706,2.7,17,2.223529412
802,36.29,-97.2,3776,4439,9424792,108.3660714,AC,2DNC,5.281444444,2.5,18,2.183333333
804,36.53,-97.9,6926.5,8707.5,10146607,104.5185335,AC,2DNC,5.730166667,3.3,6,2.516666667
805,35.94,-97.1,1490,1590,8217885,25.28571429,AC,2DNC,4.2234,3.2,10,2.4
806,36.29,-97.4,2373,2765,574649,176.7857143,AC,2DCm,7.105470588,3,17,2.364705882
807,36.31,-96.7,NA,NA,168840,300,AC,2DNC,3.522735294,3.9,34,2.302941176
808,35.97,-96.8,4400,6000,1148139,37.18957576,AC,2DNC,5.018333333,2.5,6,2.266666667
810,36.22,-97.3,3464,3919.5,4234739,343.8177778,AC,2RIn,6.828441176,3.1,34,2.388235294
814,36.36,-97.4,3202,3244,1319645,4.285714286,AC,2DNC,6.11132,3.1,25,2.26
817,36.31,-97.4,NA,NA,365,NA,AC,2DNC,5.66,2.3,3,2.066666667
821,35.85,-97,4234,4242,1041520,301.4880952,AC,2RIn,5,2,1,2
826,35.95,-96.8,NA,NA,23700,42.85714286,AC,2DNC,4.644030769,4.2,65,2.533846154
828,35.88,-97.1,NA,NA,NA,NA,NA,NA,4.1675,3.2,2,3.05
829,36.25,-97.7,NA,NA,1365010,348.5714286,AC,2DCm,13.4745,2.3,2,1.95
830,36.64,-98.5,7425,10112,60436614,501.3384354,AC,2DNC,3.582,2.1,1,2.1
836,36.42,-97,3468,4840.5,10419688,10.13333333,AC,2RIn,4.200076923,3,13,2.576923077
839,36.84,-98,4993.2,5045,6571438,370.3178571,AC,2RIn,5.296,2.9,5,2.3
840,35.75,-97.1,NA,NA,534589,232.8571429,AC,2DNC,4.3982,3.2,15,2.58
842,36.25,-97.3,2031,2068,55622,300,AC,2RIn,5.405181818,2.5,11,2.136363636
843,36.36,-97,4644,5843,8999163,114.0104167,AC,2DNC,5.476857143,2.7,7,2.285714286
844,36.24,-96.7,2593.666667,2625,31820,NA,AC,2DNC,4.89,2.5,1,2.5
847,36.86,-98.2,6118,7898,32655688,178.176,AC,2DNC,6.004866667,3,30,2.396666667
848,36.51,-98.6,7500,9500,4634064,358.8618687,AC,2DCm,5.2359,3.3,10,2.49
853,36.58,-98.5,4531,4645,NA,NA,AC,2DNC,5.4829,3,10,2.4
855,36.59,-98.5,6057,6066,86852,1116.666667,AC,2RIn,6.596363636,3.4,11,2.590909091
857,36.21,-97.2,4203.666667,4222.5,866389,95.39577922,AC,2RIn,6.0542,2.4,5,2.14
858,34.52,-97.7,4700,5015.166667,3438972,5.598214286,AC,2DNC,5,2.8,1,2.8
859,36.13,-97.5,6527,8057.5,3280512,96.61030303,AC,2DNC,5.786625,2.8,8,2.525
864,36.88,-98.2,5842.5,7420.5,27585498,12.36181818,AC,2DNC,4.3558,3.5,10,2.52
867,36.97,-97.4,NA,NA,206100,434.2857143,AC,2DNC,6.045111111,2.5,9,2.288888889
871,36.93,-98.1,5860,7050,29094730,54.24695166,AC,2DNC,4.768333333,2.5,6,2.133333333
874,36.38,-97.3,NA,NA,912004,251.4196429,AC,2RIn,7.477,2.4,3,2.2
877,36.97,-97.7,5325,6394,512099,0.333333333,AC,2DNC,4.79175,2.8,4,2.4
879,36.42,-97.4,2132,2292,41700,NA,AC,2DNC,7.176923077,3.3,13,2.507692308
882,35.75,-97.3,5302,5333,16204,NA,AC,2DCm,5.5118,2.5,5,2.18
884,36.32,-97.7,7110,8035,929841,139.9297619,AC,2DNC,5.528,2.2,3,2.066666667
885,36.47,-98.1,7676,9200,1065408,25.52380952,AC,2DNC,6.296166667,2.9,6,2.45
887,36.34,-97.7,4932,4952,110242,38.57142857,AC,2DNC,5.572142857,3,14,2.364285714
888,35.85,-97.2,NA,NA,1533454,NA,AC,2DNC,5.743233333,3.7,30,2.47
889,36.22,-97.7,3320,3585,316106,100,AC,2DNC,4.604333333,3.2,3,2.833333333
890,35.93,-97,3134,3184,4846,35.77034632,AC,2RIn,4.3015,2.5,2,2.35
892,35.97,-97.5,6930,7100,4122252,34.26666667,AC,2DNC,5.12225,2.3,4,2.1
893,35.98,-97.5,2811,2898,261241,247.9047619,AC,2DNC,5.1395,3.3,14,2.457142857
894,35.89,-96.7,2090,2183,226800,40,AC,2DNC,4.7015,3.2,10,2.52
895,36.73,-98.6,6452,8897,28381440,NA,AC,2DNC,6.3835,2.8,2,2.2
905,36.63,-98.4,5894,5912,1500,67.85714286,AC,2RIn,5.435333333,2.4,3,2.266666667
909,36.23,-97.5,6215,7215,338150,71.83333333,AC,2DNC,6.975105263,3,19,2.452631579
912,36.71,-98.7,5825.5,9814.5,23506950,16.93333333,AC,2DNC,4.8426,3.1,5,2.5
913,36.22,-98.7,NA,NA,960454,1149.464286,AC,2DCm,5,2,1,2
917,36.72,-98.7,NA,NA,430461,159.534,AC,2DNC,5.352333333,3.3,15,2.566666667
920,35.79,-96.7,1289,1425,477250,250,AC,2DNC,5.578428571,2.5,7,2.328571429
923,36.04,-97,3312.666667,3716,3179175,110.7115464,AC,2RIn,5.504,3,2,2.65
925,36.32,-97.6,6460,7864,358072,30.87222222,AC,2DNC,6.436333333,3.5,12,2.733333333
926,36.77,-98.6,6750,9055,46996990,217.5292208,AC,2DNC,5.86325,2.6,8,2.2125
930,36.59,-97.4,4853,7160,4821115,4.708333333,AC,2DNC,6.552071429,2.8,14,2.35
933,36.74,-98.8,6320,7883.333333,17228251,189.1944444,AC,2DNC,5.302105263,3.3,19,2.405263158
935,36.21,-97.3,4331.333333,4377.333333,226773,206.8482143,AC,2RIn,5.697,3,12,2.391666667
939,36.58,-97.7,3950.5,4025,4688656,304.9041306,AC,2DNC,5.761,2.5,2,2.4
942,36.12,-97.8,4720,6740,10401456,734.8888889,AC,2DNC,5.687833333,3.6,6,2.516666667
943,36.35,-99.2,NA,NA,NA,NA,NA,NA,2.981,3.3,1,3.3
945,36.28,-96.7,2818,2824,12775,NA,AC,2DNC,4.017666667,2.6,6,2.416666667
951,36.04,-96.8,NA,NA,809223,93.92857143,AC,2DNC,4.7005,3.2,10,2.53
952,36.26,-96.8,3109,3125,90000,220.4166667,AC,2RIn,4.6876,2.5,5,2.22
956,36.73,-98.7,6839,6900,447453,24.85,AC,2DNC,5.7625,3,18,2.361111111
957,36.67,-97.2,4850,5860,6635970,NA,AC,2DNC,7.903,2.1,1,2.1
964,36.09,-96.7,1080,1100,404164,100,AC,2DNC,4.573,3.3,1,3.3
966,36.25,-96.8,4055,5047,11566159,213.4590774,AC,2DCm,4.7838,3.6,5,2.56
967,36.04,-96.7,4004,5332,2922710,35.85047619,AC,2DNC,4.6085,2.6,4,2.275
973,36.42,-96.8,2350,2650,5759337,6.466666667,AC,2DNC,4.859333333,2.4,3,2.066666667
979,34.22,-97.4,1504.2,2351,12999100,422.0312933,AC,2RIn,6.471,2.3,1,2.3
980,35.87,-96.7,2252,2262,50635,410.2638889,AC,2DNC,5.817434783,3.1,23,2.560869565
985,36.23,-98.9,5200,6300,1780072,762.5,AC,2DCm,5.684125,2.8,8,2.35
1005,35.43,-98.1,8154,8168,527951,438.8785714,AC,2RIn,18.121,2,1,2
1006,35.77,-96.8,NA,NA,29802501,231.1904762,AC,2DNC,3.832,2.1,2,1.45
1007,34.69,-97.4,2125,3034,1142775,392.7296429,AC,2DNC,4.08775,2.5,4,2.35
1012,34.08,-96.7,NA,NA,8130,146.4285714,AC,2RIn,0.046,1.5,1,1.5
1014,34.74,-97.4,5482,6335,2803107,488.75,AC,2DNC,2.369,1.5,1,1.5
1016,34.4,-97.5,2607.173913,2336.217391,55052761,876.7936212,AC,2RIn,2.994,1.6,1,1.6
1021,34.53,-97.4,NA,NA,393472,779.4047619,AC,2DNC,5.5835,1.3,2,1.3
1022,34.58,-97.5,8378.714286,8607.857143,8199007,474.8186508,AC,2DNC,0.045,1.8,1,1.8
1031,34.71,-97.5,NA,NA,911106,192.9857143,AC,2RIn,2.7,2.6,1,2.6
1037,34.43,-97.1,156,244,NA,NA,AC,2RIn,0.182,1.7,1,1.7
1041,35.53,-97.4,NA,NA,168000,85.71428571,AC,2RIn,4.341454545,2.9,22,1.918181818
1052,35.86,-96.8,3538,3574,131743,NA,AC,2RIn,4.42,2.1,2,2.05
1061,36.09,-96.6,2615,2628,258391,NA,AC,2DNC,8.584,2,1,2
1069,35.79,-98.5,3000,6000,6240864,649.3888889,AC,2DCm,2.247666667,2.6,3,2.4
1075,34.83,-97.7,9321.6,9394.7,9987436,719.4876488,AC,2RIn,8.58175,2.4,4,2.1
1078,34.82,-97.7,9284.6,9391,1578291,905.763474,AC,2RIn,3.348,2.2,2,2.15
1080,34.9,-97.7,4118,5125.5,7061199,725.0347222,AC,2DCm,5.8305,2.3,2,2.3
1083,35.54,-97.4,5629,6343,2136,NA,AC,2DNC,1.576,1.9,2,1.65
1085,34.43,-97.4,1472.333333,1850.833333,9260147,348.6755952,AC,2RIn,4.1185,2.1,2,1.9
1090,34.19,-97.4,2188.095238,2338.333333,29800911.3,461.8328501,AC,2RIn,3.137,2.2,1,2.2
1091,35.8,-97,NA,NA,976563,NA,AC,2DNC,5.174071429,3.3,14,2.292857143
1093,35.5,-97.4,6391.428571,6406.285714,582260,220.3159216,PA,2RIn,3.155,1.7,1,1.7
1100,35.65,-97,4979,4983,67530,NA,AC,2DNC,4.219,1.6,2,1.4
1102,35.51,-96.2,NA,NA,159600,28.57142857,AC,2DNC,4.701,2.1,1,2.1
1106,35.65,-97.6,NA,NA,2124900,NA,AC,2DNC,0.048,0.6,1,0.6
1107,35.83,-98.4,6570,6600,1174904,1319.083333,AC,2DNC,1.65225,2.8,4,2.375
1109,35.62,-97,NA,NA,15945113,130.127551,AC,2DNC,5.769125,2.4,8,1.675
1111,35.87,-98.5,3290,3930,127522,314.2857143,AC,2RIn,3.43,1.8,1,1.8
1112,34.61,-96.4,7153,8750,649125,640,AC,2DCm,4.784,2.2,4,1.775
1118,34.9,-97.5,8188.333333,8219.833333,1146307,1257.912458,AC,2RIn,3.415,2.2,1,2.2
1119,34.53,-96.4,2097,2268.5,5725,108.1845238,AC,2DNC,1.629,1.8,1,1.8
1120,34.7,-96.4,610,986,33466,137.8571429,AC,2DNC,0.014,2,1,2
