id,Lat,Long,InjTopDepth,InjBotDepth,TotalCumVolume,AvgPressurePSI,WellStatus,WellType,QuakeDepth,Maxmagnitude,CountQuake,Avgmagnitude
1804,33.97,-97.3,4720,4820,1600,NA,AC,2RSI,6.68,2.5,2,1.7
1805,33.98,-97.3,7596,7616,600,NA,AC,2RSI,2.7925,1,2,0.95
1807,34.39,-97.6,2412.875,2637.5,15364125,741.9059844,AC,2RIn,5,2.6,1,2.6
1811,35.59,-97,1500,1512,NA,NA,AC,2DNC,5.711,1.8,1,1.8
1815,36.26,-97.6,6910,8141,963876,39.49333333,AC,2DNC,4.787285714,2.7,7,2.057142857
1820,34.25,-97.4,892,919.25,566559,255.6931818,AC,2RIn,6.855,1.5,1,1.5
1823,34.08,-97.4,6936,6951,2567889,1219.976786,AC,2RIn,5,1.2,1,1.2
1824,34.07,-97.4,1700,3000,2074675,1302.866071,AC,2DCm,7.101,2.4,2,2.1
1828,35.97,-97,4095,4987.5,10197204,433.9974014,AC,2DCm,4.464333333,2.6,3,2.3
1830,36.35,-96.8,3976,5251,10595645,317.1111111,AC,2RIn,4.645583333,3,12,2.35
1834,36.8,-98.6,6584,7293.5,23138345,229.4133929,AC,2DNC,6.9994,2.3,5,2.08
1841,36.37,-97.4,NA,NA,136949,125,AC,2DNC,5.7166,2.6,5,2.32
1845,36.03,-97,2753.666667,3446,3465041,201.8167989,AC,2DNC,3.83,2.7,2,2.55
1849,35.3,-96,2959,2971,91200,NA,AC,2RIn,5,2.7,1,2.7
1853,36.09,-97.3,5810,7368,492148,18.1371,AC,2DNC,3.811333333,2,3,1.766666667
1855,36.97,-97.9,5628,6507,5686803,41.76105442,AC,2DNC,4.079,2.9,5,2.5
1856,36.71,-97.8,6254,7506,1456989,6.25,AC,2DNC,5.657,2.4,4,2.225
1858,36.01,-97,4500,5300,2154003,11.66666667,PA,2D,5,2,1,2
1864,36.55,-97,4627,5882,2283103,NA,AC,2DNC,6.056,2.5,2,2.3
1865,36.27,-96.8,3109,3124,57500,90,AC,2RIn,6.341,2,1,2
1870,36.61,-98.3,7356,8829,23077581,88.74828283,AC,2DNC,4.89125,3,4,2.425
1871,36.3,-97,NA,NA,NA,NA,NA,NA,5,3.2,1,3.2
1873,36.79,-98.6,6200,6400,16720,250,AC,2DCm,5,2.3,3,2.033333333
1877,36.17,-97.2,5768,7445,3164506,609.1,AC,2DNC,4.713666667,3,3,2.666666667
1878,35.85,-97.1,4871.75,5377,10016589,350.2244447,AC,2RIn,4.896,2.3,1,2.3
1879,36.36,-97.2,5326,6700,11874928,34.93181818,AC,2DNC,8.549333333,2.6,3,2.233333333
1883,36.38,-97.4,NA,NA,288836,492.7670068,AC,2RIn,5.5668,2.6,5,2.22
1884,36.36,-97.6,2343,2373,5656381,36.46031746,AC,2DNC,6.136,1.8,1,1.8
1889,36.23,-96.7,2015.75,2370.75,599517,12.5,AC,2DNC,4.5645,2.9,2,2.2
1892,36.85,-97.4,2810,2909,521666,39.86111111,AC,2DNC,5,2.3,1,2.3
1893,36.94,-98.3,5750,6840,5694375,0.833333333,AC,2DNC,6.4505,2.2,2,2
1895,36.49,-97.7,6932,8100,373037,3.25,AC,2DNC,5,2.4,1,2.4
1899,36.03,-96.5,2695,2706,66000,10,AC,2RIn,4.025,1.7,1,1.7
1905,36.06,-97.3,3950.666667,5499.666667,7497872,61.89795465,AC,2DNC,4.059666667,3.4,9,2.6
1908,36.34,-96.9,4518,5634,11685990,115.3295,AC,2DNC,3.84,2.8,4,2.1
1911,36.51,-97.5,4970,5100,20100,NA,AC,2DNC,4.832,2.7,1,2.7
1913,35.05,-96.5,4330,4350,31230,NA,AC,2DNC,5,2,1,2
1914,36.58,-97.4,5200,7500,8730211.5,0.277777778,AC,2DNC,6.810846154,2.7,13,2.261538462
1915,36.31,-97.2,NA,NA,168416,5,AC,2RIn,5.0885,2.5,4,2.4
1916,34.59,-97.5,3200,3800,163,700,AC,2RIn,5.486,2.5,1,2.5
1924,36.41,-97.3,5550,6960,9670117,320.452381,AC,2DCm,6.378454545,2.8,11,2.1
1926,36.52,-97.3,2160,2314,337621,37.76190476,AC,2DNC,6.3234,3.2,5,2.64
1931,36.42,-99,NA,NA,5173342,631.1666667,AC,2DNC,6.604,2.7,1,2.7
1937,36.53,-97.8,NA,NA,74187,20.98333333,AC,2DNC,4.4532,2.6,5,2.42
1945,34.18,-96.8,5998,6432,95440,NA,AC,2DNC,5,3,1,3
1946,36.3,-97.4,4033,4038,50600,150,AC,2DNC,6.138,1.7,1,1.7
1947,36.94,-97.4,4429.5,6453,9499372,13.22083333,AC,2DNC,5.322,2.6,1,2.6
1948,36.53,-97.2,2160,2330,196004,100,AC,2DNC,5.885,2,2,1.95
1956,36.3,-98.2,NA,NA,2063634,600,AC,2DNC,5.940428571,3,7,2.442857143
1958,36.33,-96.7,NA,NA,94440,25,AC,2RIn,1.111,2.1,1,2.1
1961,36.87,-98.2,5730,7450,18625884,90.37361111,AC,2DNC,5.901266667,3.1,15,2.393333333
1962,36.79,-98.5,4558,4611,3345809,257.1428571,AC,2DCm,5.8404,3.5,5,2.52
1963,36.78,-97.7,6030,7128,5933680,17.72222222,AC,2DNC,4.8158,2.5,5,2.08
1979,36.92,-98.8,6030,7160,10167571,NA,AC,2DNC,5.3974,2.7,5,2.32
1980,36.92,-97.8,5550,7000,1687124,NA,AC,2DCm,3.7756,3,5,2.46
1981,36.05,-96.8,NA,NA,108270,23.13968254,AC,2DNC,4.38125,2.7,8,2.175
1982,35.9,-97.2,4932,4955,2490286,NA,AC,2DNC,6.60075,3.1,4,2.525
1987,35.88,-97.2,NA,NA,NA,NA,NA,NA,5.9365,3.1,2,3.05
1991,36.54,-98.4,6276.5,7397.5,4808040,35.32714286,AC,2DNC,5.63,3.1,6,2.283333333
1993,36.45,-97.4,2199,2211,8326010,7.142857143,AC,2DNC,6.714,2.5,3,2.233333333
1997,36.77,-98.3,6089,8775.5,21626771,173.4590909,AC,2DNC,3.96,2.1,1,2.1
1998,36.5,-98.4,5150,5590,844184,92.4,PA,2DCm,5.6364,2.8,5,2.42
2000,35.94,-96.7,3954,5130,832795,NA,AC,2DNC,4.4945,2.6,6,2.233333333
2004,36.43,-97.3,2150,2386,26400,260,AC,2DNC,6.629444444,2.6,9,2.333333333
2007,35.88,-97,1560,1970,191392,320,AC,2DNC,4.585,3,2,2.7
2014,36.55,-98.2,7600,8720,8705093,58.08333333,AC,2DNC,5.85925,2.4,4,2.225
2015,36.17,-97.6,NA,NA,2178170,342.8996599,AC,2DNC,5.404,2.6,2,2.35
2021,36.34,-97.6,1686.5,1695,1607366,148.774531,AC,2RIn,5.99,2.7,3,2.5
2023,36.19,-97.3,4640.25,5041.25,1766249,206.1843975,AC,2RIn,6.095285714,3,7,2.385714286
2024,36.9,-98.2,5221.666667,5794,40511835,299.1227353,AC,2RIn,5.447,2.7,2,2.6
2028,36.23,-97.4,3330,4050,573360.9,NA,AC,2DNC,6.73,2.5,5,2.32
2029,36.27,-97.7,3230,3260,1170486,548.4166667,AC,2DCm,4.016285714,2.8,7,2.328571429
2031,36.41,-97.2,5100,6500,1329317,2.177777778,AC,2DNC,5,2.2,1,2.2
2037,36.84,-98.5,6188,9982,48278125,15.87878788,AC,2DNC,4.7675,2.1,2,2
2038,36.61,-98.5,4570,7284,6992676,472,AC,2DNC,3.8,2.3,1,2.3
2039,36.19,-97.1,5395,6786,5550513,58.03386905,AC,2DNC,3.605,2,1,2
2040,35.78,-97.1,NA,NA,509810,NA,AC,2DNC,5.296,2.2,1,2.2
2042,36.46,-97.4,4312,4512,28893494,29.48452381,AC,2DNC,7.228,2.5,1,2.5
2043,36.35,-97.2,5290,6647,18430160,196.5,AC,2DNC,4.875,2.5,1,2.5
2058,35.91,-96.9,3990,4010,1735483,74.83333333,AC,2DNC,4.727666667,2.6,3,2.366666667
2062,36.1,-97.6,6871,8400,3904648,225.5231481,AC,2DNC,6.052,2.9,3,2.533333333
2064,36.96,-98.9,5864,7680,1029978,NA,AC,2DNC,5.85,2.5,2,2.45
2068,36.33,-98.7,7836,8424,1876456,164.4761905,AC,2DNC,5,2.8,1,2.8
2069,36.03,-97.6,7030,9500,1884400,361.4722222,AC,2DNC,2.5145,2.6,2,2.4
2070,36.81,-98.5,6459,8811,46495217,50.07323232,AC,2DNC,6.235,2.9,7,2.528571429
2075,35.58,-96.8,3653,3655,68352,173.3452381,AC,2DNC,5.429,2.2,1,2.2
2077,35.99,-97.5,NA,NA,33222,41.82142857,AC,2DNC,5.4615,2.8,8,2.3
2080,36.95,-98.1,5714,7122.5,10607979,13.61303855,AC,2DNC,6.136666667,2.6,3,2.366666667
2081,36.38,-96.8,4175,5300,13121508,1.428571429,AC,2DNC,3.53025,2.6,4,1.95
2083,36.39,-97.6,2244,2264,93851,42.85714286,AC,2RIn,4.63825,2.5,4,2.25
2088,35.67,-97.3,NA,NA,75301,40.57142857,AC,2DNC,3.727,3.2,1,3.2
2090,36.67,-98.8,4633,7384,NA,NA,AC,2DNC,4.51225,2.3,4,2.175
2102,36.56,-97.4,4423,4448,808500,NA,AC,2RIn,5.1686,2.3,5,2.06
2110,36.03,-96.9,3740,3748,558230,125,AC,2DNC,6.035,2.5,1,2.5
2112,36.7,-98.6,5069,6458,4393199,436.974026,AC,2DNC,5.527,3.2,8,2.3125
2116,36.24,-96.9,NA,NA,1242686,380.3801407,AC,2RIn,5,2,1,2
2117,36.98,-98.1,5545,7050,27437215,45.90120594,AC,2DNC,5,1.8,1,1.8
2121,35,-97.7,NA,NA,320457.6,23.47571429,AC,2DNC,4.223,2.7,2,2.4
2124,36.43,-97.7,NA,NA,2072099,262.64424,AC,2DNC,5.567428571,3,7,2.485714286
2125,36.38,-97.6,4560,4750,60419798,75,AC,2DNC,4.7925,2.5,4,2.325
2136,35.94,-97,3291,3299,722631,133.3333333,AC,2DNC,4.646,2.4,1,2.4
2138,36.68,-98.6,4517,6917,49567081,9.883333333,AC,2DNC,5.9445,2.7,2,2.4
2140,36.74,-97.8,6052,7587.5,9681664,7.374404762,AC,2DNC,5.5825,2.9,4,2.6
2141,36.77,-98.5,6620,8100,7846406,58.11111111,AC,2DNC,5.2485,2.8,6,2.4
2143,36.58,-97.9,6852.333333,7587.666667,21167508.8,200.0216601,AC,2RIn,6.1388,2.5,5,2.14
2146,36.43,-97,1850,1950,234360,214.2857143,AC,2DNC,4.31,2.3,8,1.925
2147,36.91,-97.6,3358,3852,1044539,707.1428571,AC,2DNC,5.6505,3,4,2.3
2148,36.18,-97.6,NA,NA,2630668,284.452381,AC,2DCm,5.811,2.6,2,2.4
2150,34.46,-97.8,NA,NA,3651832,545.1785714,AC,2RIn,5,2.4,1,2.4
2152,36.44,-98.3,4244,4350,328190,459.8809524,AC,2DNC,6.84,3,1,3
2153,34.48,-97.8,NA,NA,1108357,400,AC,2RIn,5,2.7,1,2.7
2155,36.82,-97.5,4408,4538,8512749,117.4031746,AC,2DNC,7.604555556,3.6,9,2.677777778
2158,34.3,-97.6,2263.4,2441.6,4099699,332.7166667,AC,2RIn,3.715,2.7,1,2.7
2161,35.86,-96.9,2467,2660,3607790,411.7583333,AC,2DNC,5.269,3,3,2.766666667
2162,36.6,-98.5,6015,6034,13752,666.6666667,AC,2RIn,3.813,2.5,1,2.5
2163,35.34,-96.7,3580,3590,11535638,58.30208333,PA,2D,5.185,3.3,2,2.8
2164,35.35,-96.7,3605,3628,328000,100,AC,2RIn,3.575,2.4,1,2.4
2168,35.68,-97.5,6193.666667,6211,186065,73.26944444,AC,2DNC,6.709,2.4,1,2.4
2171,36.41,-98.2,8420,9420,609690,22.375,AC,2DNC,6.986,2.6,2,2.1
2173,36.77,-97.8,4958.5,5894,6704059.87,42.90575397,AC,2DNC,5.068,3.6,5,2.9
2176,34.27,-97.6,NA,NA,5938237,536.6575255,AC,2RIn,5.673,2.2,2,2.15
2179,36.43,-97.8,3461,3562,49494,212.5,AC,2DNC,5,2.2,1,2.2
2180,34.26,-97.6,1137.1,1256.4,38369268,87.59524044,AC,2RIn,11.457,2,1,2
2183,36.45,-98.6,NA,NA,135176,355.3571429,AC,2RIn,2.697,1.9,1,1.9
2185,36.2,-97.1,5475,6950,5664872,116.1428571,AC,2DCm,5.939,2.6,1,2.6
2189,36.75,-98.8,6636,11440,NA,NA,ND,2DNC,3.8918,2.6,5,2.44
2192,36.19,-97.2,4286.333333,4318,1598407,287.6603175,AC,2RIn,4.455,2.5,2,2.35
2193,36.26,-98.5,NA,NA,NA,NA,NA,NA,0.78,3.3,1,3.3
2197,36.2,-97.2,4274.25,4332,1041492,112.3050595,AC,2RIn,2.239,2.9,1,2.9
2204,36.65,-98.7,5167,7552,24722848,445.4375,AC,2DNC,4.0395,3.2,4,2.25
2205,36.02,-96.9,4475,6000,6320675,195.8345455,AC,2DNC,5.694,2.3,1,2.3
2207,36.7,-98.9,7000,8400,1154896,44.40909091,AC,2DNC,5.7404,2.5,5,2.1
2209,36.1,-97.8,5514.666667,6354.333333,763461,175.0039683,AC,2RIn,5.217571429,2.9,7,2.371428571
2213,36.33,-98.1,4666,4775,NA,NA,PA,2D,6.502285714,2.8,7,2.457142857
2219,34.05,-97.5,1090,1125,171444,150,AC,2DNC,15,2.3,1,2.3
2221,36.78,-97.5,NA,NA,1294295,22.75,AC,2DNC,4.876666667,3.2,3,2.7
2222,36.45,-97.6,6470,7850,5383938,NA,AC,2DCm,5.06,2.3,1,2.3
2227,36.82,-98.1,5900,5915,NA,NA,AC,2RIn,6.242,2.5,1,2.5
2229,36.11,-97.8,6554,6589.5,509995,839.2857143,AC,2RIn,5.283714286,3.4,7,2.642857143
2230,36.74,-97.4,2919,2931,NA,NA,AC,2DNC,7.086,2.2,1,2.2
2231,36.27,-96.7,2938,2961,511000,NA,AC,2DNC,4.55975,2.6,4,2.35
2233,35.96,-97.8,7870,8050,1084600,1926.25,AC,2DNC,6.412833333,2.6,6,2.35
2242,35.85,-96.6,2066,2110,NA,NA,AC,2DNC,4.954625,2.9,8,2.2375
2244,35.75,-98.6,4285,5319,11274597,834.131734,AC,2DCm,8.42,2,1,2
2247,36.3,-98.3,6849,6990,147992,628.9761905,AC,2RIn,5.0515,2.8,2,2.55
2254,36.31,-96.6,2784,2804,NA,NA,AC,2DNC,6.768,3,1,3
2259,36.59,-98.1,7150,8749,8723862,0.904761905,AC,2DNC,6.464,3,1,3
2262,36.28,-98.4,NA,NA,NA,NA,NA,NA,5.87125,3.7,4,3.05
2264,36.63,-99.3,NA,NA,34212452,1167.090909,AC,2DNC,0.453,2.7,1,2.7
2268,36.76,-98.6,6780,9000,31688541,6.810185185,AC,2DNC,5.188333333,2.6,3,2.333333333
2269,36.25,-96.7,2849.25,2868.25,1242641,138.1160714,AC,2DNC,4.7215,2.7,2,2.4
2273,36.59,-95.5,309,342.6666667,50695.5,98.13492063,AC,2RIn,0.059,2.4,1,2.4
2275,36.13,-98.8,NA,NA,NA,NA,NA,NA,6.937,3.4,1,3.4
2281,35.93,-96.7,3834,4144,116217,NA,AC,2DCm,4.250333333,2.8,6,2.383333333
2283,35.95,-97.8,6314,6348,366770,1100,AC,2RIn,5.678333333,2.7,6,2.15
2284,36.53,-97.7,NA,NA,397540,NA,AC,2DNC,6.498,3.1,1,3.1
2287,36.66,-97.3,4879.333333,5446,6463611,2.520833333,AC,2DNC,3.856,3.1,3,2.533333333
2289,36.89,-97.5,3528,3628,294600,80.95238095,AC,2DNC,5.224,2.2,2,2.15
2290,36.16,-97.4,4470.166667,4551.833333,4530308,357.4924887,AC,2RIn,6.768,2.5,1,2.5
2300,36.92,-97.3,2530,2590,498926,3.571428571,AC,2DNC,6.974,3,2,2.6
2302,35.04,-96.3,3857.5,3882,324000,950,AC,2DNC,0.065,2.6,1,2.6
2308,36.04,-97.6,4689.5,4717.5,508321.67,141.1103896,AC,2DNC,5.396333333,2.6,6,2.233333333
2309,35.84,-97.2,NA,NA,325798,NA,AC,2DNC,6.114,2.7,2,2.5
2314,36.62,-98.6,7000,7440,19397549,32.34848485,AC,2DNC,5.512,2.2,1,2.2
2318,36.21,-96.9,3753,3859,792000,289.2857143,AC,2DNC,4.3515,2.7,2,2.5
2326,34.61,-96.3,1100,1114,5368102,915.8452381,AC,2RIn,3.3492,2.5,5,2.2
2327,36.14,-97.8,5636,5668,10493,175,AC,2RIn,5.867,3.6,7,2.628571429
2329,36.03,-96.8,3824,4022,12044292,301.8916667,AC,2DNC,5.032,2.9,3,2.566666667
2338,36.09,-97.7,3837,3971,1303857,163.6369048,AC,2DNC,5.696333333,3,6,2.366666667
2340,36.54,-97.6,6673,7890,22163410,429.0166667,AC,2DCm,7.98,2.8,1,2.8
2342,36.91,-98.4,5542.5,7315,42144856,283.8576569,AC,2DNC,6.4525,2.2,2,2.15
2349,36.49,-97.5,NA,NA,1092330,100,AC,2DNC,1.06,1.8,1,1.8
2350,36.55,-97.5,5592.5,7150,12077522,32.65694444,AC,2DNC,0.062,1.9,1,1.9
2354,35.79,-98.4,1600,5142,1051808,1012.797619,AC,2DNC,6.654,1.9,1,1.9
2356,36.03,-97.5,6915,8647,2905041,102.5763889,AC,2DNC,5.466,2.4,3,2.233333333
2357,36.87,-98.4,5381.5,6234,31206057,209.1763889,AC,2RIn,5.6875,2.4,2,2.35
2358,35.78,-96.8,NA,NA,476983,3.083333333,AC,2DNC,5.89,2.7,1,2.7
2362,36.6,-99.3,NA,NA,59601585,1255.541667,AC,2DNC,3.867,2.4,2,2.4
2364,36.11,-97.9,6692,6737,361828,750,AC,2RIn,5.421375,2.8,8,2.4
2366,36.13,-96.7,2466.333333,390,11507369,86.75736961,AC,2DCm,5.213,2,1,2
2371,36.07,-96.7,2777.333333,3167.666667,3012852,23.72083333,AC,2DNC,4.8385,2.1,2,2.05
2372,36.28,-98.2,8417.666667,8856.666667,12798637,773.5551587,AC,2DNC,5.94,2,1,2
2377,36.49,-98.6,6422,6455,202174,896.4285714,AC,2RIn,6.669,2.2,1,2.2
2381,36.41,-98.8,2750,3655,2322537,1105.404762,AC,2DCm,4.033,1.2,1,1.2
2387,36.81,-97.5,3797,3813,1945465,34.14285714,AC,2DNC,7.4705,2.3,2,2.2
2392,35.59,-98.1,8127.5,8142.5,1230508,269.7634127,AC,2RIn,2.3595,2.3,2,2.15
2395,35.56,-98.1,6274.5,8160,403944,223.3330069,AC,2RIn,8.621,2,2,1.85
2397,36.76,-97.8,3710,3900,489596,437.5,AC,2DCm,7.977,3.5,1,3.5
2402,35.79,-96.8,NA,NA,60805,14.28571429,AC,2DNC,6.0815,2.3,2,2.25
2403,36.96,-98.8,5878,8078,16980219,NA,AC,2DNC,5.902,2.1,1,2.1
2407,36.02,-96.8,3223.666667,3333.666667,14541570,144.775744,AC,2DNC,3.121,2.7,3,2.333333333
2413,36.02,-96.7,3602,3652,96000,NA,AC,2DNC,4.194,3.6,1,3.6
2415,35.03,-97.6,3730,4955,1027313,557.8333333,AC,2DNC,4.984,2.3,1,2.3
2416,34.55,-97.2,3624.5,3712.5,2125915,562.5,AC,2DNC,3.217,2.1,1,2.1
2417,34.58,-96.2,2360,2485,997031,514.0555556,AC,2DNC,4.9435,2.7,2,2.55
2418,36.06,-96.7,3260,3290.5,721800,10.71428571,AC,2RIn,2.436,2.4,1,2.4
2420,36.34,-98.6,8220,9145,NA,NA,AC,2DCm,5.547,2.3,1,2.3
2427,35.84,-96.6,1308,1332,820,NA,AC,2DNC,6.2844,3.3,5,2.4
2436,36.32,-97.8,7443,8930,1827361,106.4119318,AC,2DNC,5.376,2.6,1,2.6
2437,34.56,-97.5,1536.3125,1644.0625,56909879,481.1876312,AC,2RIn,4.505,2,1,2
2439,36.96,-97.4,3100,3250,69350,NA,AC,2DNC,8.061,2.1,1,2.1
2440,35.89,-98.3,5300,7200,NA,NA,AC,2DCm,6.673,2.4,1,2.4
2441,35.67,-98.1,5000,6450,34760928,470.9340278,AC,2DCm,6.46,2.4,1,2.4
2442,36.49,-98.9,NA,NA,NA,NA,NA,NA,5.196,3.6,1,3.6
2450,36.23,-97.9,8350,9500,580950,381.6875,AC,2DNC,5.3215,2.4,2,2.2
2455,35.68,-98,3100,6000,NA,NA,AC,2DCm,5.665,2.7,1,2.7
2464,36.49,-97.3,NA,NA,1524880,652.8571429,AC,2DNC,6.639,3.6,5,2.66
2470,35.87,-96.6,1420,1444,807420,NA,AC,2DNC,5.2765,3.1,4,2.675
2471,35.88,-96.6,1763.666667,1788.333333,2509844,225.4325397,AC,2RIn,5.5095,2.8,2,2.6
2473,36.12,-97.9,4540,4830,3476900.15,357.1428571,AC,2DCm,4.48,2.1,1,2.1
2476,34.88,-97.6,8442,8496,25085.48,28.57142857,AC,2RIn,5.304,2,1,2
2480,35.25,-96.7,3954.5,3975,9784481,311.2213542,AC,2RIn,5,2.8,1,2.8
2488,35.63,-98.1,8011,8023,723984,432.5,PA,2RIn,6.9425,2.4,2,2.05
2489,35.09,-97.5,4590,6430,2253336,888.6904762,AC,2DNC,5.917,2,1,2
2491,35.64,-98.1,8005,8015,1955909,624.5803571,AC,2RIn,6.2515,2.1,2,2
2494,36.04,-97.9,6545,6563,NA,NA,AC,2RIn,5.0785,3.5,8,2.675
2496,36.95,-99.4,6954,8750,4487106,5.6,AC,2DNC,2.2784,2.6,5,2.14
2499,34.89,-97.6,NA,NA,16688,56.41666667,AC,2RIn,4.824,2.6,1,2.6
2510,36.23,-99.1,3250,5800,NA,NA,AC,2DCm,5.605,2.5,1,2.5
2520,35.88,-97.6,NA,NA,NA,NA,NA,NA,3.748,2.4,1,2.4
2522,36.14,-99,3300,5500,7330734,NA,AC,2DCm,5,2.3,2,2.15
2525,36.25,-98.9,NA,NA,NA,NA,NA,NA,4.756,2.2,1,2.2
2526,35.22,-97.7,NA,NA,NA,NA,NA,NA,6.830833333,2.4,6,2.133333333
2527,36.73,-99.6,NA,NA,NA,NA,NA,NA,2.121,2.4,1,2.4
2528,36.91,-98,4884,4890.5,NA,NA,AC,2RIn,5.155,2.1,1,2.1
2529,35.4,-98.1,NA,NA,NA,NA,NA,NA,5.299666667,2.5,3,2.166666667
2530,36.11,-98.7,NA,NA,NA,NA,NA,NA,6.12,2.4,1,2.4
2531,36.62,-99.2,NA,NA,NA,NA,NA,NA,4.2465,2.5,2,2.3
2532,35.94,-97.5,NA,NA,NA,NA,NA,NA,6.063,2.5,1,2.5
2533,35.62,-98,NA,NA,NA,NA,NA,NA,5.538,2.5,5,2.22
2534,36.37,-95.9,NA,NA,365717,187.5807823,AC,2DNC,9.371,2.3,1,2.3
2535,35.49,-97.8,NA,NA,NA,NA,NA,NA,9.402,2.3,2,2.3
2536,35.37,-98.1,NA,NA,NA,NA,NA,NA,8.1085,2.8,8,2.35
2537,35.23,-97.7,NA,NA,NA,NA,NA,NA,7.436714286,2.6,7,2.157142857
2538,36.01,-97.9,6488.4,7051.6,42249184,524.1996032,AC,2DCm,4.847714286,3.1,7,2.371428571
2539,36.94,-98.8,NA,NA,NA,NA,NA,NA,6.072,2.2,1,2.2
2540,35.61,-98,NA,NA,NA,NA,NA,NA,7.651,2.8,2,2.3
2541,35.35,-96.9,NA,NA,NA,NA,NA,NA,3.68,2.5,1,2.5
2542,35.07,-96.2,NA,NA,NA,NA,NA,NA,0.080333333,2.3,3,2.3
2544,34.75,-97.6,8211.777778,8254.666667,24600942,425.2148449,AC,2DNC,4.3495,2.4,2,2.35
2546,36.48,-97.7,NA,NA,NA,NA,NA,NA,4.892,2.3,1,2.3
2547,35.89,-97.1,NA,NA,77602,NA,AC,2DNC,5.634,2.4,1,2.4
2548,34.96,-97.8,NA,NA,NA,NA,NA,NA,6.454571429,2.5,7,2.071428571
2549,35.42,-97.9,NA,NA,NA,NA,NA,NA,4.5925,2.8,2,2.5
2550,36.7,-99.4,NA,NA,NA,NA,NA,NA,4.41,2.2,1,2.2
2551,36.71,-99.4,NA,NA,NA,NA,NA,NA,4.765,2.7,5,2.38
2552,34.95,-97.8,NA,NA,NA,NA,NA,NA,4.741,3,1,3
2553,36.16,-97.7,NA,NA,NA,NA,NA,NA,4.845666667,2.7,3,2.233333333
2554,34.74,-97.6,9308.272727,9379.818182,18001635.5,487.5193301,AC,2RIn,5.675,2.4,1,2.4
2556,35.4,-97.9,NA,NA,NA,NA,NA,NA,6.456,2.2,1,2.2
2557,35.39,-97.9,NA,NA,NA,NA,NA,NA,4.553,2.1,1,2.1
